词语,拼音,频序号
温课,wēnkè,54229
未可厚非,wèikěhòufēi,54755
胃,wèi,7300
温控,wēnkòng,45811
未来,wèilái,911
胃病,wèibìng,20190
温良,wēnliáng,39974
未老先衰,wèilǎoxiānshuāi,42200
胃穿孔,wèichuānkǒng,56260
温暖,wēnnuǎn,2212
未了,wèiliǎo,19813
胃镜,wèijìng,37793
温情,wēnqíng,12573
未免,wèimiǎn,5442
胃口,wèikǒu,12081
温情脉脉,wēnqíngmòmò,36086
未能,wèinéng,2743
胃溃疡,wèikuìyáng,40202
温泉,wēnquán,9520
未然,wèirán,18071
胃酸,wèisuān,39561
温热,wēnrè,18860
未时,wèishí,48226
胃炎,wèiyán,30091
温柔,wēnróu,5612
未始,wèishǐ,20551
胃液,wèiyè,41502
温软,wēnruǎn,37252
未遂,wèisuì,23256
谓,wèi,4296
温润,wēnrùn,33283
未亡人,wèiwángrén,45810
谓语,wèiyǔ,26138
温湿,wēnshī,44930
未详,wèixiáng,29554
尉,wèi,9534
温室,wēnshì,7143
未有,wèiyǒu,8800
尉官,wèiguān,50356
温室效应,wēnshìxiàoyìng,22529
未雨绸缪,wèiyǔchóumóu,16984
喂,wèi,5308
温书,wēnshū,50357
未知,wèizhī,9690
喂奶,wèinǎi,27947
温水,wēnshuǐ,26357
未知数,wèizhīshù,24084
喂食,wèishí,30092
温水煮青蛙,wēnshuǐzhǔqīngwā,35692
位,wèi,90
喂养,wèiyǎng,13521
位卑,wèibēi,41272
蔚蓝,wèilán,19673
温顺,wēnshùn,20325
位次,wèicì,25137
蔚然,wèirán,39339
温吞水,wēntunshuǐ,53738
位居,wèijū,7164
蔚然成风,wèiránchéngfēng,18601
温文尔雅,wēnwéněryǎ,25867
位能,wèinéng,46096
蔚为大观,wèiwéidàguān,45519
温习,wēnxí,24339
位移,wèiyí,15878
蔚为壮观,wèiwéizhuàngguān,40846
温馨,wēnxīn,7119
位于,wèiyú,2115
慰安,wèi'ān,21400
温煦,wēnxù,40627
位置,wèizhi,1057
慰安妇,wèi'ānfù,11973
温驯,wēnxùn,43714
位子,wèizi,12634
慰藉,wèijiè,16584
瘟病,wēnbìng,48884
味,wèi,2812
慰劳,wèiláo,17973
瘟神,wēnshén,32894
味儿,wèir,7014
慰勉,wèimiǎn,40203
瘟疫,wēnyì,18901
味道,wèidào,4520
慰问,wèiwèn,3563
文,wén,775
味精,wèijīng,22722
慰问电,wèiwèndiàn,24620
文案,wén'àn,38722
味觉,wèijué,28972
慰问品,wèiwènpǐn,22998
文本,wénběn,7396
味蕾,wèilěi,45215
魏,wèi,5086
文笔,wénbǐ,17353
味同嚼蜡,wèitóngjiáolà,40845
魏碑,wèibēi,47601
文不对题,wénbùduìtí,46097
畏,wèi,9981
温,wēn,3265
文不加点,wénbùjiādiǎn,53739
畏避,wèibì,52336
温饱,wēnbǎo,6350
文才,wéncái,30877
文采,wéncǎi,23926
文盲,wénmáng,11003
文摘,wénzhāi,21514
文场,wénchǎng,48885
文眉,wénméi,41157
文章,wénzhāng,689
文抄公,wénchāogōng,49997
文秘,wénmì,29877
文职,wénzhí,24858
文传,wénchuán,28612
文庙,wénmiào,33402
文质彬彬,wénzhìbīnbīn,28703
文辞,wéncí,30534
文明,wénmíng,927
文治,wénzhì,34308
文档,wéndàng,24731
文明人,wénmíngrén,29464
文绉绉,wénzhōuzhōu,41725
文德,wéndé,43201
文墨,wénmò,28029
文竹,wénzhú,47604
文牍,wéndú,37620
文凭,wénpíng,8136
文字,wénzì,1137
文法,wénfǎ,22892
文气,wénqì,39562
文字改革,wénzìgǎigé,49998
文房四宝,wénfángsìbǎo,34167
文气,wénqi,46997
文字狱,wénzìyù,35627
文风,wénfēng,14392
文契,wénqì,54230
纹,wén,8843
文稿,wéngǎo,16879
文人,wénrén,5458
纹理,wénlǐ,33913
文告,wéngào,26645
文人墨客,wénrénmòkè,34887
纹路,wénlù,30984
文蛤,wéngé,47913
文人相轻,wénrénxiāngqīng,37253
纹身,wénshēn,52757
文工团,wéngōngtuán,17328
文如其人,wénrúqírén,45812
纹饰,wénshì,34169
文官,wénguān,15259
文弱,wénruò,34888
纹丝不动,wénsībùdòng,27297
文过饰非,wénguòshìfēi,42948
文山会海,wénshānhuìhǎi,31409
纹样,wényàng,40205
文豪,wénháo,22631
文身,wénshēn,41504
闻,wén,2285
文化,wénhuà,167
文史,wénshǐ,14450
闻风而动,wénfēng'érdòng,34732
文化大革命,wénhuàdàgémìng,6353
文史馆,wénshǐguǎn,32504
闻风丧胆,wénfēngsàngdǎn,37794
文化革命,wénhuàgémìng,22632
文饰,wénshì,41505
闻过则喜,wénguòzéxǐ,43961
文化宫,wénhuàgōng,15639
文书,wénshū,6751
闻鸡起舞,wénjīqǐwǔ,44681
文化馆,wénhuàguǎn,10428
文思,wénsī,33650
闻见,wénjiàn,42949
文化界,wénhuàjiè,17832
文思泉涌,wénsīquányǒng,55745
闻名,wénmíng,7690
文化景观,wénhuàjǐngguān,34168
文坛,wéntán,8284
闻名遐迩,wénmíngxiá'ěr,21597
文化课,wénhuàkè,28028
文体,wéntǐ,7625
闻人,wénrén,45813
文化垃圾,wénhuàlājī,38934
文武,wénwǔ,9425
闻所未闻,wénsuǒwèiwén,27787
文化人,wénhuàrén,20394
文武全才,wénwǔquáncái,47603
闻讯,wénxùn,11826
文化沙漠,wénhuàshāmò,50724
文武双全,wénwǔshuāngquán,44931
蚊虫,wénchóng,22058
文化衫,wénhuàshān,41503
蚊香,wénxiāng,34057
文化站,wénhuàzhàn,14685
文物,wénwù,2270
蚊蝇,wényíng,32505
文火,wénhuǒ,40399
文戏,wénxì,46998
蚊帐,wénzhàng,21315
文集,wénjí,10261
文献,wénxiàn,3829
蚊子,wénzi,10883
文件,wénjiàn,1307
文献片,wénxiànpiàn,43202
刎颈交,wěnjǐngjiāo,53740
文件夹,wénjiànjiā,35626
文胸,wénxiōng,54231
吻,wěn,5927
文件名,wénjiànmíng,51905
文选,wénxuǎn,11921
吻别,wěnbié,44448
文教,wénjiào,12082
文学,wénxué,364
吻合,wěnhé,13218
文教界,wénjiàojiè,55744
文学家,wénxuéjiā,9245
紊乱,wěnluàn,15488
文静,wénjìng,19778
文雅,wényǎ,17308
稳,wěn,3438
文句,wénjù,28358
文言,wényán,16630
稳便,wěnbiàn,55301
文具,wénjù,19407
文言文,wényánwén,35361
稳步,wěnbù,4909
文具盒,wénjùhé,41273
文艺,wényì,424
稳操胜券,wěncāoshèngquàn,37621
文卷,wénjuàn,52756
文艺复兴,wényìfùxīng,14377
文科,wénkē,14255
文艺批评,wényìpīpíng,26853
稳产,wěnchǎn,20596
文库,wénkù,22109
文娱,wényú,21314
稳当,wěndang,23257
文理,wénlǐ,24202
文员,wényuán,50725
稳定,wěndìng,988
稳固,wěngù,11228
瓮中之鳖,wèngzhōngzhībiē,51105
卧铺,wòpù,23981
稳健,wěnjiàn,7695
瓮中捉鳖,wèngzhōngzhuōbiē,52338
卧室,wòshì,7393
穏居,wěnjū,18440
卧薪尝胆,wòxīnchángdǎn,29175
稳拿,wěnná,47914
蕹菜,wèngcài,54756
握,wò,3781
稳如泰山,wěnrútàishān,43962
莴苣,wōjù,38540
握别,wòbié,39564
穏妥,wěntuǒ,7798
莴笋,wōsǔn,43963
握力,wòlì,46411
稳扎稳打,wěnzhāwěndǎ,33798
倭瓜,wōguā,36409
握拳,wòquán,43203
稳重,wěnzhòng,18383
倭寇,wōkòu,27151
握手,wòshǒu,5446
问,wèn,208
涡流,wōliú,37622
握手言和,wòshǒuyánhé,25001
问安,wèn'ān,31304
涡轮机,wōlúnjī,50358
握手言欢,wòshǒuyánhuān,47915
问案,wèn'àn,45814
喔,wō,13905
渥太华,wòtàihuá,13841
问卜,wènbǔ,46409
窝,wō,3468
斡旋,wòxuán,13230
问长问短,wènchángwènduǎn,29677
窝边草,wōbiāncǎo,47300
龌龊,wòchuò,23982
窝藏,wōcáng,29465
乌,wū,3314
问答,wèndá,13750
窝点,wōdiǎn,24269
乌龟,wūguī,15061
问答题,wèndátí,52337
窝工,wōgōng,54232
乌合之众,wūhézhīzhòng,33651
问鼎,wèndǐng,29071
窝火,wōhuǒ,35033
乌黑,wūhēi,13533
问寒问暖,wènhánwènnuǎn,33148
窝里斗,wōlidòu,43964
乌鸡,wūjī,37425
问好,wènhǎo,20597
窝里反,wōlifǎn,56262
乌金,wūjīn,43443
问号,wènhào,17525
窝里横,wōlihèng,56263
乌桕,wūjiù,46098
问候,wènhòu,4035
窝囊,wōnang,15640
乌兰巴托,wūlánbātuō,22810
问话,wènhuà,12850
窝囊废,wōnangfèi,22162
乌亮,wūliàng,35946
问及,wènjí,11632
窝囊气,wōnangqì,40400
乌溜溜,wūliūliū,39977
问津,wènjīn,24621
窝棚,wōpeng,17371
乌龙,wūlóng,12516
问句,wènjù,36087
窝铺,wōpù,44449
乌龙茶,wūlóngchá,36581
问卷,wènjuàn,15489
窝气,wōqì,51906
乌鲁木齐,wūlǔmùqí,5571
问来问去,wènláiwènqù,53741
窝头,wōtóu,24622
乌梅,wūméi,48230
问路,wènlù,29555
窝心,wōxīn,40401
乌木,wūmù,42434
问难,wènnàn,52758
窝赃,wōzāng,49253
乌七八糟,wūqībāzāo,40848
问世,wènshì,6544
窝主,wōzhǔ,55746
乌青,wūqīng,44682
问题,wèntí,64
蜗居,wōjū,40847
乌纱帽,wūshāmào,26517
问心无愧,wènxīnwúkuì,31410
蜗牛,wōniú,24398
乌托邦,wūtuōbāng,28890
问询,wènxún,31663
我,wǒ,16
乌鸦,wūyā,11908
问讯,wènxùn,39563
我们,wǒmen,20
乌烟瘴气,wūyānzhàngqì,27298
问责,wènzé,33149
我行我素,wǒxíngwǒsù,21824
乌油油,wūyóuyóu,46412
问诊,wènzhěn,38166
沃土,wòtǔ,15416
乌有,wūyǒu,22667
问罪,wènzuì,26937
沃野,wòyě,39975
乌鱼,wūyú,50359
翁,wēng,7627
臥,wò,6449
乌云,wūyún,11788
翁姑,wēnggū,48229
卧病,wòbìng,28973
乌贼,wūzéi,39341
翁婿,wēngxù,44932
卧车,wòchē,36901
乌孜别克族,wūzībiékèzú,56264
嗡,wēng,17888
卧床,wòchuáng,22666
污点,wūdiǎn,27869
蓊郁,wěngyù,45216
卧底,wòdǐ,46410
污垢,wūgòu,26938
瓮,wèng,16364
卧房,wòfáng,19888
污痕,wūhén,51907
瓮城,wèngchéng,39340
卧佛,wòfó,52760
污秽,wūhuì,21448
瓮声瓮气,wèngshēngwèngqì,35362
卧轨,wòguǐ,46710
污迹,wūjì,45217
卧具,wòjù,42950
污蔑,wūmiè,21357
污名,wūmíng,53227
无产者,wúchǎnzhě,22020
无记名投票,wújìmíngtóupiào,19652
污泥,wūní,20441
无常,wúcháng,15205
无际,wújì,26854
污泥浊水,wūnízhuóshuǐ,42695
无偿,wúcháng,5553
无济于事,wújìyúshì,17639
污染,wūrǎn,1618
无耻,wúchǐ,12949
无家可归,wújiākěguī,17943
污辱,wūrǔ,21449
无从,wúcóng,5484
无价,wújià,25138
污水,wūshuǐ,3849
无敌,wúdí,22267
无价宝,wújiàbǎo,54757
污损,wūsǔn,43444
无底洞,wúdǐdòng,32895
无坚不摧,wújiānbùcuī,31090
污物,wūwù,28704
无地自容,wúdìzìróng,22313
无间,wújiàn,26518
污言秽语,wūyánhuìyǔ,42435
无的放矢,wúdìfàngshǐ,41064
无疆,wújiāng,36242
污浊,wūzhuó,20251
无动于衷,wúdòngyúzhōng,14835
无尽,wújìn,13859
污渍,wūzì,40849
无毒,wúdú,16465
无尽无休,wújìnwúxiū,51106
巫,wū,14066
无独有偶,wúdúyǒu'ǒu,22163
无精打采,wújīngdǎcǎi,21643
巫婆,wūpó,28891
无度,wúdù,28280
无拘无束,wújūwúshù,23594
巫师,wūshī,24934
无端,wúduān,11336
无菌,wújūn,23595
巫术,wūshù,26780
无恶不作,wú'èbùzuò,31089
无可比拟,wúkěbǐnǐ,30985
巫医,wūyī,41964
无法,wúfǎ,481
无可非议,wúkěfēiyì,28030
呜,wū,14612
无法无天,wúfǎwútiān,26939
无可奉告,wúkěfènggào,41726
呜呼,wūhū,20078
无方,wúfāng,36736
无可厚非,wúkěhòufēi,19616
呜呼哀哉,wūhūāizāi,33150
无妨,wúfáng,20395
无可讳言,wúkěhuìyán,51908
呜噜呜噜,wūlūwūlū,51487
无非,wúfēi,4901
无可奈何,wúkěnàihé,7796
呜咽,wūyè,13178
无风不起浪,wúfēngbùqǐlàng,48547
无可挑剔,wúkětiāoti,39342
钨,wū,26646
无干,wúgān,31887
无可无不可,wúkěwúbùkě,41065
钨丝,wūsī,55302
无公害蔬菜,wúgōnghàishūcài,16476
无可争辩,wúkězhēngbiàn,32896
诬告,wūgào,23393
无可指责,wúkězhǐzé,41965
诬害,wūhài,53228
无功受禄,wúgōngshòulù,52762
无可置疑,wúkězhìyí,39138
诬赖,wūlài,42201
无辜,wúgū,7733
无可争议,wúkězhēngyì,33652
诬蔑,wūmiè,18010
无故,wúgù,13459
无孔不入,wúkǒngbùrù,30093
诬陷,wūxiàn,21642
无怪,wúguài,21101
无愧,wúkuì,22059
诬指,wūzhǐ,54233
无怪乎,wúguàihu,33799
无赖,wúlài,14271
屋,wū,2335
无关,wúguān,6671
无礼,wúlǐ,22530
屋顶,wūdǐng,7149
无关宏旨,wúguānhóngzhǐ,43965
无理,wúlǐ,14272
屋基,wūjī,48886
无关紧要,wúguānjǐnyào,22365
无理取闹,wúlǐqǔnào,28613
屋脊,wūjǐ,21731
无关痛痒,wúguāntòngyǎng,42202
无力,wúlì,4949
屋架,wūjià,52761
无轨电车,wúguǐdiànchē,41506
无力回天,wúlìhuítiān,42696
屋檐,wūyán,13189
无害,wúhài,17354
无利可图,wúlìkětú,36737
屋宇,wūyǔ,35034
无核区,wúhéqū,46711
无量,wúliàng,21732
屋子,wūzi,3142
无花果,wúhuāguǒ,41507
无聊,wúliáo,5886
无,wú,123
无话可说,wúhuàkěshuō,16306
无论,wúlùn,941
无本之木,wúběnzhīmù,53742
无悔,wúhuǐ,22999
无论如何,wúlùnrúhé,5297
无比,wúbǐ,5031
无机,wújī,15967
无米之炊,wúmǐzhīchuī,39343
无边,wúbiān,11363
无机可乘,wújīkěchéng,49254
无冕之王,wúmiǎnzhīwáng,42436
无边无际,wúbiānwújì,21235
无机物,wújīwù,30535
无名,wúmíng,11302
无病呻吟,wúbìngshēnyín,35035
无稽之谈,wújīzhītán,32633
无名火,wúmínghuǒ,35511
无补,wúbǔ,27377
无几,wújǐ,14451
无名氏,wúmíngshì,35798
无不,wúbù,4083
无计可施,wújìkěshī,28809
无名之辈,wúmíngzhībèi,48887
无产阶级,wúchǎnjiējí,2985
无记名,wújìmíng,17858
无名指,wúmíngzhǐ,32764
无奈,wúnài,4211
无所不在,wúsuǒbùzài,26358
无烟工业,wúyāngōngyè,50728
无奈何,wúnàihé,48888
无所不知,wúsuǒbùzhī,37426
无烟煤,wúyānméi,41966
无能,wúnéng,13231
无所不至,wúsuǒbùzhì,39978
无言以对,wúyányǐduì,26647
无能为力,wúnéngwéilì,15041
无所措手足,wúsuǒcuòshǒuzú,50727
无业,wúyè,22268
无期,wúqī,33284
无一例外,wúyīlìwài,26648
无期徒刑,wúqītúxíng,16840
无所顾忌,wúsuǒgùjì,28032
无一是处,wúyīshìchù,53229
无奇不有,wúqíbùyǒu,34309
无所事事,wúsuǒshìshì,21925
无依无靠,wúyīwúkào,29556
无牵无挂,wúqiānwúguà,39565
无所适从,wúsuǒshìcóng,19930
无遗,wúyí,17944
无铅汽油,wúqiānqìyóu,44683
无所畏惧,wúsuǒwèijù,29986
无疑,wúyí,2352
无亲无故,wúqīnwúgù,44202
无所谓,wúsuǒwèi,9218
无以,wúyǐ,14011
无情,wúqíng,6415
无所用心,wúsuǒyòngxīn,39566
无以复加,wúyǐfùjiā,37797
无情无义,wúqíngwúyì,37254
无所作为,wúsuǒzuòwéi,18576
无以为报,wúyǐwéibào,50729
无穷,wúqióng,7398
无题,wútí,33800
无以为生,wúyǐwéishēng,51909
无穷无尽,wúqióngwújìn,19433
无条件,wútiáojiàn,11206
无异,wúyì,15397
无权,wúquán,10562
无头案,wútóu'àn,49255
无益,wúyì,11891
无缺,wúquē,28122
无头苍蝇,wútóucāngying,54234
无意,wúyì,6305
无人过问,wúrénguòwèn,32506
无土栽培,wútǔzāipéi,38541
无意间,wúyìjiān,22944
无人机,wúrénjī,4988
无往不胜,wúwǎngbùshèng,49635
无意识,wúyìshí,19845
无人区,wúrénqū,25258
无妄之灾,wúwàngzhīzāi,52339
无垠,wúyín,23200
无人问津,wúrénwènjīn,25721
无望,wúwàng,12574
无影灯,wúyǐngdēng,51107
无日,wúrì,37795
无微不至,wúwēibùzhì,20004
无影无踪,wúyǐngwúzōng,16723
无伤大体,wúshāngdàtǐ,55747
无为,wúwéi,15756
无用,wúyòng,18011
无伤大雅,wúshāngdàyǎ,40402
无为而治,wúwéi'érzhì,40850
无用功,wúyònggōng,51488
无上,wúshàng,40403
无味,wúwèi,16972
无忧无虑,wúyōuwúlǜ,19962
无神论,wúshénlùn,19236
无畏,wúwèi,16054
无由,wúyóu,38935
无声,wúshēng,6252
无谓,wúwèi,19408
无余,wúyú,22590
无声无息,wúshēngwúxī,20039
无物,wúwù,26940
无与伦比,wúyǔlúnbǐ,24575
无声无臭,wúshēngwúxiù,53743
无误,wúwù,19779
无语,wúyǔ,34022
无师自通,wúshīzìtōng,42437
无隙可乘,wúxìkěchéng,38542
无援,wúyuán,28705
无时无刻,wúshíwúkè,23983
无瑕,wúxiá,30316
无缘,wúyuán,10951
无事不登三宝殿,wúshìbùdēngsānbǎodiàn,45218
无暇,wúxiá,12870
无缘无故,wúyuánwúgù,19742
无限,wúxiàn,3068
无源之水，无本之木,"wúyuánzhīshuǐ,wúběnzhīmù",53230
无事生非,wúshìshēngfēi,37796
无线电,wúxiàndiàn,9386
无视,wúshì,9201
无效,wúxiào,5401
无照,wúzhào,20476
无数,wúshù,2354
无懈可击,wúxièkějī,25722
无政府主义,wúzhèngfǔzhǔyì,24733
无双,wúshuāng,28031
无心,wúxīn,10804
无知,wúzhī,8844
无霜期,wúshuāngqī,45815
无形,wúxíng,6482
无止境,wúzhǐjìng,30536
无私,wúsī,8679
无形中,wúxíngzhōng,15879
无中生有,wúzhōngshēngyǒu,22021
无私无畏,wúsīwúwèi,24623
无形资产,wúxíngzīchǎn,19618
无损,wúsǔn,21358
无休无止,wúxiūwúzhǐ,36410
无助,wúzhù,12529
无所不包,wúsuǒbùbāo,31780
无休止,wúxiūzhǐ,25328
无着,wúzhuó,30758
无所不能,wúsuǒbùnéng,31999
无须,wúxū,9246
无足轻重,wúzúqīngzhòng,28533
无所不为,wúsuǒbùwéi,41066
无需,wúxū,10750
无阻,wúzǔ,16985
无所不用其极,wúsuǒbùyòngqíjí,45520
无序,wúxù,10401
无罪,wúzuì,10238
无涯,wúyá,20475
毋,wú,13642
无所不有,wúsuǒbùyǒu,41642
无烟,wúyān,8197
毋宁,wúnìng,34170
毋庸,wúyōng,30317
五里雾,wǔlǐwù,41508
午睡,wǔshuì,24203
毋庸讳言,wúyōnghuìyán,22945
五粮液,wǔliángyè,26581
午休,wǔxiū,25565
毋庸置疑,wúyōngzhìyí,23201
五岭,wǔlǐng,50000
午宴,wǔyàn,27447
芜菁,wújīng,54235
五伦,wǔlún,49257
午夜,wǔyè,11789
芜杂,wúzá,39139
五马分尸,wǔmǎfēnshī,47605
伍,wǔ,10903
吾,wú,5210
五色,wǔsè,17062
怃然,wǔrán,46413
吴,wú,1680
五十步笑百步,wǔshíbùxiàobǎibù,52763
忤逆,wǔnì,40206
梧桐,wútóng,19963
妩媚,wǔmèi,12789
蜈蚣,wúgōng,26721
五四青年节,wǔsìqīngniánjié,51108
武,wǔ,4938
鼯鼠,wúshǔ,55748
武备,wǔbèi,34598
五,wǔ,135
五四运动,wǔsìyùndòng,16655
武昌鱼,wǔchāngyú,39979
五爱,wǔ'ài,40851
五体投地,wǔtǐtóudì,29878
武丑,wǔchǒu,53744
五保,wǔbǎo,19889
五味,wǔwèi,40404
武打,wǔdǎ,26941
五保户,wǔbǎohù,18407
五味子,wǔwèizǐ,45521
武旦,wǔdàn,45816
五倍子,wǔbèizǐ,48548
五线谱,wǔxiànpǔ,40853
武斗,wǔdòu,20634
五彩,wǔcǎi,15589
五香,wǔxiāng,33801
武断,wǔduàn,21678
五彩缤纷,wǔcǎibīnfēn,15699
五星,wǔxīng,22366
武夫,wǔfū,27152
五大三粗,wǔdàsāncū,38936
五星红旗,wǔxīnghóngqí,12029
武工队,wǔgōngduì,42951
五代,wǔdài,16503
五星级,wǔxīngjí,6159
武功,wǔgōng,18902
五代十国,wǔdàishíguó,46099
五行,wǔxíng,19472
武官,wǔguān,17102
五帝,wǔdì,30419
五言诗,wǔyánshī,46101
武汉,wǔhàn,2132
五斗橱,wǔdǒuchú,48231
五颜六色,wǔyánliùsè,15853
武将,wǔjiàng,20363
五斗柜,wǔdǒuguì,49636
五一,wǔyī,4972
武警,wǔjǐng,3644
五毒,wǔdú,37255
五一国际劳动节,wǔyīguójìláodòngjié,56604
武库,wǔkù,38937
五短身材,wǔduǎnshēncái,44684
武力,wǔlì,6487
五方,wǔfāng,46100
五一节,wǔyījié,37977
武林,wǔlín,24792
五方杂处,wǔfāngzáchǔ,54236
五音,wǔyīn,39140
武器,wǔqì,1539
五服,wǔfú,46712
五月节,wǔyuèjié,44933
武生,wǔshēng,30420
五更,wǔgēng,21102
五岳,wǔyuè,32238
武师,wǔshī,56265
五更天,wǔgēngtiān,51489
五脏,wǔzàng,25941
武士,wǔshì,15490
五谷,wǔgǔ,23927
五脏六腑,wǔzàngliùfǔ,27216
武士道,wǔshìdào,41727
五谷丰登,wǔgǔfēngdēng,35628
五指,wǔzhǐ,23928
武术,wǔshù,5273
五谷杂粮,wǔgǔzáliáng,38339
五洲,wǔzhōu,19303
武戏,wǔxì,33285
五官,wǔguān,16213
五洲四海,wǔzhōusìhǎi,47916
武侠,wǔxiá,17262
五官科,wǔguānkē,49999
五子棋,wǔzǐqí,50360
武艺,wǔyì,16504
五光十色,wǔguāngshísè,20511
午,wǔ,10884
武装,wǔzhuāng,1781
五行八作,wǔhángbāzuō,49256
午餐,wǔcān,11983
武装带,wǔzhuāngdài,45522
五湖四海,wǔhúsìhǎi,26649
午餐肉,wǔcānròu,53231
侮慢,wǔmàn,49637
五花八门,wǔhuābāmén,14753
午饭,wǔfàn,7282
侮蔑,wǔmiè,45219
五花大绑,wǔhuādàbǎng,33403
午后,wǔhòu,10952
侮辱,wǔrǔ,8022
五花肉,wǔhuāròu,52340
午间,wǔjiān,30212
捂,wǔ,8593
五讲四美,wǔjiǎngsìměi,38723
午觉,wǔjiào,28706
捂盖子,wǔgàizi,55749
五角大楼,wǔjiǎodàlóu,17610
午门,wǔmén,21194
舞,wǔ,2330
五角星,wǔjiǎoxīng,36902
午前,wǔqián,36088
舞伴,wǔbàn,29176
五金,wǔjīn,21193
午膳,wǔshàn,33151
舞弊,wǔbì,17526
五雷轰顶,wǔléihōngdǐng,43204
午时,wǔshí,31888
舞步,wǔbù,26016
舞场,wǔchǎng,23100
物尽其用,wùjìnqíyòng,39568
误食,wùshí,37427
舞池,wǔchí,27378
物竞天择,wùjìngtiānzé,38216
误事,wùshì,23768
舞蹈,wǔdǎo,2278
物理,wùlǐ,4038
误听,wùtīng,44450
舞动,wǔdòng,19846
物力,wùlì,8239
误信,wùxìn,26650
舞会,wǔhuì,16092
物联网,wùliánwǎng,41196
误用,wùyòng,37256
舞剑,wǔjiàn,35363
物料,wùliào,22668
误诊,wùzhěn,29466
舞剧,wǔjù,9019
物流,wùliú,4957
悟,wù,7491
舞盲,wǔmáng,56653
物美价廉,wùměijiàlián,24270
悟出,wùchū,18072
舞美,wǔměi,18234
物品,wùpǐn,4150
悟性,wùxìng,21733
舞迷,wǔmí,54237
物权,wùquán,14319
晤见,wùjiàn,53746
舞弄,wǔnòng,49258
物色,wùsè,19062
晤面,wùmiàn,40854
舞女,wǔnǚ,21152
物伤其类,wùshāngqílèi,50361
晤谈,wùtán,31411
舞曲,wǔqǔ,20855
物是人非,wùshìrénfēi,47301
焐,wù,26359
舞狮,wǔshī,25797
物态,wùtài,54759
痦子,wùzi,49260
舞台,wǔtái,1459
物体,wùtǐ,5884
婺剧,wùjù,55750
舞厅,wǔtīng,11284
物外,wùwài,33653
雾,wù,4158
舞文弄墨,wǔwénnòngmò,41509
物象,wùxiàng,24734
雾霭,wù'ǎi,35364
舞星,wǔxīng,53745
物业,wùyè,6647
雾沉沉,wùchénchén,53232
舞姿,wǔzī,16881
物业管理,wùyèguǎnlǐ,31535
雾化,wùhuà,46414
兀立,wùlì,33152
物以类聚,wùyǐlèijù,44934
雾里看花,wùlǐkànhuā,40855
兀自,wùzì,21236
物语,wùyǔ,38827
雾霾,wùmái,2364
勿,wù,5167
物欲,wùyù,24271
雾茫茫,wùmángmáng,54238
乌拉草,wùlacǎo,56266
物证,wùzhèng,24523
雾蒙蒙,wùméngméng,40405
务,wù,3440
物质,wùzhì,1102
雾气,wùqì,17503
务必,wùbì,6132
物质文明,wùzhìwénmíng,5736
雾凇,wùsōng,37428
务工,wùgōng,5839
物种,wùzhǒng,6759
雾腾腾,wùténgténg,42204
务农,wùnóng,17309
物主,wùzhǔ,49259
夕,xī,8071
务期,wùqī,43966
物资,wùzī,2897
夕烟,xīyān,54760
务请,wùqǐng,34889
误,wù,3562
夕阳,xīyáng,8934
务求,wùqiú,13777
误餐,wùcān,51109
夕阳红,xīyánghóng,24793
务实,wùshí,5217
误差,wùchā,10977
夕照,xīzhào,28892
务使,wùshǐ,38543
误传,wùchuán,41967
西,xī,662
务须,wùxū,38938
误导,wùdǎo,9896
西安,xī'ān,2519
务虚,wùxū,27217
误读,wùdú,19473
西半球,xībànqiú,33153
务要,wùyào,19590
误工,wùgōng,30421
西北,xīběi,2387
物,wù,1031
误国,wùguó,21055
西边,xībian,10456
物产,wùchǎn,20598
误会,wùhuì,8106
西部,xībù,1453
物阜民丰,wùfùmínfēng,55303
误解,wùjiě,7563
西部片,xībùpiàn,52765
物耗,wùhào,39567
误判,wùpàn,36243
西菜,xīcài,41511
物候,wùhòu,54758
误期,wùqī,52764
西餐,xīcān,21555
物化,wùhuà,16607
误区,wùqū,9390
西侧,xīcè,18320
物换星移,wùhuànxīngyí,48889
误人子弟,wùrénzǐdì,36089
西点,xīdiǎn,35799
物极必反,wùjíbìfǎn,41510
误认,wùrèn,34465
西法,xīfǎ,48232
物价,wùjià,5291
误入歧途,wùrùqítú,26855
西番莲,xīfānlián,55751
物价指数,wùjiàzhǐshù,32361
误杀,wùshā,43205
西方,xīfāng,1276
物件,wùjiàn,14363
误伤,wùshāng,30423
西非,xīfēi,15590
西风,xīfēng,13932
吸顶灯,xīdǐngdēng,54239
息肉,xīròu,46103
西服,xīfú,10865
吸毒,xīdú,8664
息事宁人,xīshìníngrén,34467
西瓜,xīguā,6795
吸附,xīfù,11912
息讼,xīsòng,44657
西汉,xīhàn,15090
吸附剂,xīfùjì,53747
息息相关,xīxīxiāngguān,11285
西红柿,xīhóngshì,11126
吸管,xīguǎn,41728
息息相通,xīxīxiāngtōng,34890
西葫芦,xīhúlu,40207
吸金,xījīn,19229
息影,xīyǐng,51910
西化,xīhuà,17675
吸睛,xījīng,45817
奚,xī,39611
西画,xīhuà,33654
吸力,xīlì,36582
奚落,xīluò,21014
西晋,xījìn,32239
吸墨纸,xīmòzhǐ,54240
硒,xī,25868
西经,xījīng,41274
吸纳,xīnà,6678
悉,xī,7411
西裤,xīkù,35629
吸盘,xīpán,36738
悉力,xīlì,48549
西历,xīlì,37978
